condition,seed,t_env,test_total_return_mean,total_return_mean,test_ep_length_mean
seac,4,1500000,0.0043,0.0086,50.0
seac,4,1550000,0.005,0.0091,50.0
seac,4,1600000,0.0073,0.0082,50.0
seac,4,1650000,0.0085,0.0066,50.0
seac,4,1700000,0.0072,0.0059,50.0
seac,4,1750000,0.0103,0.0041,50.0
seac,4,1800000,0.0092,0.0,50.0
seac,4,1850000,0.007,0.0,50.0
seac,4,1900000,0.0055,0.0022,50.0
seac,4,1950000,0.0043,0.0026,50.0
seac,4,2000000,0.0029,0.009,50.0
seac,4,2050000,0.0034,0.0079,50.0
seac,4,2100000,0.0045,0.01,50.0
seac,4,2150000,0.0071,0.0077,50.0
seac,4,2200000,0.0097,0.0077,50.0
seac,4,2250000,0.0098,0.0108,50.0
seac,4,2300000,0.012,0.0073,50.0
seac,4,2350000,0.0128,0.0058,50.0
seac,4,2400000,0.0135,0.0089,50.0
seac,4,2450000,0.0124,0.0073,50.0
seac,4,2500000,0.0117,0.0076,50.0
seac,4,2550000,0.0111,0.0085,50.0
seac,4,2600000,0.0115,0.0089,50.0
seac,4,2650000,0.0091,0.0092,50.0
seac,4,2700000,0.009,0.008,50.0
seac,4,2750000,0.0097,0.0057,50.0
seac,4,2800000,0.0099,0.008,50.0
seac,4,2850000,0.0084,0.0071,50.0
seac,4,2900000,0.0088,0.0065,50.0
seac,4,2950000,0.0096,0.0092,50.0
seac,4,3000000,0.0091,0.0078,50.0
